,Bedrooms,Listing_Title,Posting_Date,Price,Reply_contact_info_link,Sqft,city,full_URL,posting_ID
46,2.0,Beautiful Apartments in Rice Village,2017-03-17 10:40,2700.0,https://houston.craigslist.org/reply/hou/apa/6041925622,1623.0,houston,https://houston.craigslist.org/apa/6041925622.html,6041925622
47,2.0,Beautiful New High-Rise in Montrose/Midtown,2017-03-17 10:40,2995.0,https://houston.craigslist.org/reply/hou/apa/6018384829,1170.0,houston,https://houston.craigslist.org/apa/6018384829.html,6018384829
48,2.0,**10 WEEKS FREE HIGHLAND VILLAGE*6 WEEKS FREE HIGHLAND VILLAGE,2017-03-17 10:39,2900.0,https://houston.craigslist.org/reply/hou/apa/6018633764,1100.0,houston,https://houston.craigslist.org/apa/6018633764.html,6018633764
49,2.0,"Sophisticated retail,fine dining,and an array of entertainment options",2017-03-17 10:26,2700.0,https://houston.craigslist.org/reply/hou/apa/6043469008,1044.0,houston,https://houston.craigslist.org/apa/6043469008.html,6043469008
54,2.0,River Oaks Location Has Great Offers,2017-03-17 09:57,2752.0,https://houston.craigslist.org/reply/hou/apa/6033905986,1361.0,houston,https://houston.craigslist.org/apa/6033905986.html,6033905986
56,2.0,8 weeks Free 2 bedroom with Den Huge River Oaks  Upper Kirby District,2017-03-17 09:10,2888.0,https://houston.craigslist.org/reply/hou/apa/6043661057,1479.0,houston,https://houston.craigslist.org/apa/6043661057.html,6043661057
57,2.0,Your Dream-Home Finder Is Here! 2 Bed / 2.5 Bath Inner Loop!,2017-03-17 08:19,2730.0,https://houston.craigslist.org/reply/hou/apa/6030484526,1475.0,houston,https://houston.craigslist.org/apa/6030484526.html,6030484526
58,2.0,Inner Loop / Greenway Plaza * 2 Bedroom / 2 Bathroom,2017-03-17 08:08,2585.0,https://houston.craigslist.org/reply/hou/apa/6005053369,1211.0,houston,https://houston.craigslist.org/apa/6005053369.html,6005053369
59,2.0,Theatre room - 2 Bedrooms *  Briar Forest / Woodlake,2017-03-17 07:58,2568.0,https://houston.craigslist.org/reply/hou/apa/6013326847,1223.0,houston,https://houston.craigslist.org/apa/6013326847.html,6013326847
60,2.0,Galleria Apts: meant to put a large smile on your face!,2017-03-17 07:47,2630.0,https://houston.craigslist.org/reply/hou/apa/6004994598,1287.0,houston,https://houston.craigslist.org/apa/6004994598.html,6004994598
62,2.0,"Comfort, Convenience and Cool. Two Bedroom Downtown Houston",2017-03-17 07:40,2508.0,https://houston.craigslist.org/reply/hou/apa/6020665823,991.0,houston,https://houston.craigslist.org/apa/6020665823.html,6020665823
63,2.0,Theatre room - 2 Bedrooms *  Briar Forest / Woodlake,2017-03-17 07:32,2568.0,https://houston.craigslist.org/reply/hou/apa/6010598810,1223.0,houston,https://houston.craigslist.org/apa/6010598810.html,6010598810
67,2.0,Beautiful New Kitchens HUGE LIVING ROOM*,2017-03-16 22:50,2568.0,https://houston.craigslist.org/reply/hou/apa/6047369699,1110.0,houston,https://houston.craigslist.org/apa/6047369699.html,6047369699
68,2.0,Welcome to your new life style and home! UP TO $500 REBATE!!!,2017-03-16 21:54,2752.0,https://houston.craigslist.org/reply/hou/apa/6047315118,,houston,https://houston.craigslist.org/apa/6047315118.html,6047315118
69,2.0,EXTRAVAGANCE AT IT'S BEST!!!! UP TO $500 REBATE!!!,2017-03-16 20:25,2645.0,https://houston.craigslist.org/reply/hou/apa/6047203808,,houston,https://houston.craigslist.org/apa/6047203808.html,6047203808
70,2.0,Experience the High Life! Direct Access to Buffalo Bayou!!,2017-03-16 20:21,2655.0,https://houston.craigslist.org/reply/hou/apa/6019133471,,houston,https://houston.craigslist.org/apa/6019133471.html,6019133471
71,2.0,This just happened - Top floor Penthouse house -150 off rent until Feb,2017-03-16 19:57,2900.0,https://houston.craigslist.org/reply/hou/apa/6005438275,1500.0,houston,https://houston.craigslist.org/apa/6005438275.html,6005438275
72,2.0,RIGHT UP THE STREET FROM THE MIX AT MIDTOWN! UP TO A $500 REBATE!!,2017-03-16 19:55,2925.0,https://houston.craigslist.org/reply/hou/apa/6047199284,,houston,https://houston.craigslist.org/apa/6047199284.html,6047199284
74,2.0,Lovely and affordable 2 bedrooms 2 bath House for rent.,2017-03-16 19:30,2500.0,https://houston.craigslist.org/reply/hou/apa/6043665818,1384.0,houston,https://houston.craigslist.org/apa/6043665818.html,6043665818
75,2.0,"Comfort, Convenience and Cool. Two Bedroom Downtown Houston",2017-03-16 19:11,2510.0,https://houston.craigslist.org/reply/hou/apa/6036451116,988.0,houston,https://houston.craigslist.org/apa/6036451116.html,6036451116
76,2.0,````` River Oaks - Highland Village Area Apartments for Lease ````,2017-03-16 18:41,2700.0,https://houston.craigslist.org/reply/hou/apa/6042355271,,houston,https://houston.craigslist.org/apa/6042355271.html,6042355271
81,2.0,INSANE OUTDOOR AREAS CLOSE TO GREAT RESTAURANTS 👍,2017-03-16 17:36,2900.0,https://houston.craigslist.org/reply/hou/apa/6047066640,1118.0,houston,https://houston.craigslist.org/apa/6047066640.html,6047066640
82,2.0,Inside the Loop 2xStudy Townhomes 2 car attached garage $500 Gift Card,2017-03-16 17:30,2527.0,https://houston.craigslist.org/reply/hou/apa/6036981665,1790.0,houston,https://houston.craigslist.org/apa/6036981665.html,6036981665
83,2.0,"*2mo. free Ready Now, New Luxury Mid-rise near Downtown",2017-03-16 17:17,2663.0,https://houston.craigslist.org/reply/hou/apa/6036999218,1122.0,houston,https://houston.craigslist.org/apa/6036999218.html,6036999218
84,2.0,"*2MoFREE $0APP, Brand New Downtown! Matrix & TRX System",2017-03-16 16:46,2790.0,https://houston.craigslist.org/reply/hou/apa/6046939555,1266.0,houston,https://houston.craigslist.org/apa/6046939555.html,6046939555
86,2.0,"Designer selected finishes, Catering Kitchen, upscale pendant",2017-03-16 16:14,2592.0,https://houston.craigslist.org/reply/hou/apa/6022132767,1091.0,houston,https://houston.craigslist.org/apa/6022132767.html,6022132767
87,2.0,OUTDOOR SPACE YOU WONT BELIEVE *PETS no Deposit*,2017-03-16 16:07,2625.0,https://houston.craigslist.org/reply/hou/apa/6015488919,111.0,houston,https://houston.craigslist.org/apa/6015488919.html,6015488919
88,2.0,UPDATED EVERYTHING HUGE LIVING ROOM* 🙏,2017-03-16 16:04,2568.0,https://houston.craigslist.org/reply/hou/apa/6022798514,1110.0,houston,https://houston.craigslist.org/apa/6022798514.html,6022798514
89,2.0,Immaculate Two Bedroom Condo near Inner Loop,2017-03-16 15:59,2711.0,https://houston.craigslist.org/reply/hou/apa/6022877595,1202.0,houston,https://houston.craigslist.org/apa/6022877595.html,6022877595
90,2.0,Immaculate Two Bedroom Condo near Inner Loop,2017-03-16 15:50,2500.0,https://houston.craigslist.org/reply/hou/apa/6035822369,1202.0,houston,https://houston.craigslist.org/apa/6035822369.html,6035822369
91,2.0,OUTDOOR SPACE YOU WONT BELIEVE *Crazy DT Views*,2017-03-16 15:49,2625.0,https://houston.craigslist.org/reply/hou/apa/6019861390,111.0,houston,https://houston.craigslist.org/apa/6019861390.html,6019861390
92,2.0,Be enchanted with the beauty of Inner Loop / Greenway Plaza,2017-03-16 15:49,2500.0,https://houston.craigslist.org/reply/hou/apa/6018601026,1139.0,houston,https://houston.craigslist.org/apa/6018601026.html,6018601026
95,2.0,Luxury Interiors Beautiful New Kitchens,2017-03-16 15:37,2568.0,https://houston.craigslist.org/reply/hou/apa/6019370580,1110.0,houston,https://houston.craigslist.org/apa/6019370580.html,6019370580
97,2.0,HUGE LIVING ROOM* STUNNING POOL,2017-03-16 15:34,2568.0,https://houston.craigslist.org/reply/hou/apa/6024078516,1110.0,houston,https://houston.craigslist.org/apa/6024078516.html,6024078516
98,2.0,Museum District! CLOSE TO GREAT RESTAURANTS 🙀,2017-03-16 15:31,2900.0,https://houston.craigslist.org/reply/hou/apa/6025648418,1118.0,houston,https://houston.craigslist.org/apa/6025648418.html,6025648418
100,2.0,OUTDOOR SPACE YOU WONT BELIEVE RUN WALK BIKE THE TRAIL,2017-03-16 15:17,2625.0,https://houston.craigslist.org/reply/hou/apa/6026978718,111.0,houston,https://houston.craigslist.org/apa/6026978718.html,6026978718
101,2.0,CLOSE TO GREAT RESTAURANTS Museum District!,2017-03-16 15:16,2900.0,https://houston.craigslist.org/reply/hou/apa/6026990445,1118.0,houston,https://houston.craigslist.org/apa/6026990445.html,6026990445
102,2.0,Authentic Houston Loft Apartment Living,2017-03-16 15:10,2570.0,https://houston.craigslist.org/reply/hou/apa/6040825710,1642.0,houston,https://houston.craigslist.org/apa/6040825710.html,6040825710
105,2.0,"Great Location Near the Galleria, Be the First to Live Here",2017-03-16 14:36,2725.0,https://houston.craigslist.org/reply/hou/apa/6046811489,1305.0,houston,https://houston.craigslist.org/apa/6046811489.html,6046811489
107,2.0,Welcome to my Zen High Rise World,2017-03-16 14:33,2750.0,https://houston.craigslist.org/reply/hou/apa/6039735004,1350.0,houston,https://houston.craigslist.org/apa/6039735004.html,6039735004
108,2.0,CLOSE TO GREAT RESTAURANTS New KITCHENS*,2017-03-16 14:33,2900.0,https://houston.craigslist.org/reply/hou/apa/6029995264,1118.0,houston,https://houston.craigslist.org/apa/6029995264.html,6029995264
109,2.0,INCREDIBLE COMMUNITY* UPDATED EVERYTHING,2017-03-16 14:33,2568.0,https://houston.craigslist.org/reply/hou/apa/6029998663,1110.0,houston,https://houston.craigslist.org/apa/6029998663.html,6029998663
110,2.0,Beautiful New Kitchens INCREDIBLE COMMUNITY* 🆕,2017-03-16 14:30,2568.0,https://houston.craigslist.org/reply/hou/apa/6032714750,1110.0,houston,https://houston.craigslist.org/apa/6032714750.html,6032714750
111,2.0,"*8-Restaurants, 60-Retail Stores* 2MoFREE, IPic Movie Theater, 14 AcresGarden IT",2017-03-16 13:55,2825.0,https://houston.craigslist.org/reply/hou/apa/6046615012,1247.0,houston,https://houston.craigslist.org/apa/6046615012.html,6046615012
112,2.0,*Grill Under the Cabana* Beautiful New Kitchens 🎉,2017-03-16 13:44,2568.0,https://houston.craigslist.org/reply/hou/apa/6017000412,1110.0,houston,https://houston.craigslist.org/apa/6017000412.html,6017000412
114,2.0,"*2Mo. Free New! Skylounge, yoga room, fitness and dog park, car charging station",2017-03-16 13:31,2930.0,https://houston.craigslist.org/reply/hou/apa/6004671051,1184.0,houston,https://houston.craigslist.org/apa/6004671051.html,6004671051
115,2.0,**Work Hard Have Fun Live Well Industrialized Loft,2017-03-16 13:23,2600.0,https://houston.craigslist.org/reply/hou/apa/6046591222,1642.0,houston,https://houston.craigslist.org/apa/6046591222.html,6046591222
119,2.0,1st full mo FREE w/12 month lease (ID:0062),2017-03-16 13:18,2524.0,https://houston.craigslist.org/reply/hou/apa/6037676407,1262.0,houston,https://houston.craigslist.org/apa/6037676407.html,6037676407
0,2.0,Luxury High Rise Montrose HOU306,2017-03-17 15:36,3375.0,https://houston.craigslist.org/reply/hou/apa/6041481968,1311.0,houston,https://houston.craigslist.org/apa/6041481968.html,6041481968
1,2.0,Luxury High Rise Montrose HOU306,2017-03-17 15:36,3042.0,https://houston.craigslist.org/reply/hou/apa/6041476861,1297.0,houston,https://houston.craigslist.org/apa/6041476861.html,6041476861
2,2.0,Luxury High Rise Montrose HOU306,2017-03-17 15:36,3105.0,https://houston.craigslist.org/reply/hou/apa/6041479964,1304.0,houston,https://houston.craigslist.org/apa/6041479964.html,6041479964
3,2.0,Luxury High Rise Montrose HOU306,2017-03-17 15:36,3392.0,https://houston.craigslist.org/reply/hou/apa/6041496365,1390.0,houston,https://houston.craigslist.org/apa/6041496365.html,6041496365
4,2.0,3 MO FREE | OR | 1/2 OFF RENT FOR 6 MONTHS | HIRISE LIVING | AMENITIES,2017-03-17 15:28,3230.0,https://houston.craigslist.org/reply/hou/apa/6035197186,1419.0,houston,https://houston.craigslist.org/apa/6035197186.html,6035197186
5,2.0,3 MO FREE | HOME SIZE | HIRISE LIVING | 24HR CONCIERGE | KIDS PLAYROOM,2017-03-17 15:28,3230.0,https://houston.craigslist.org/reply/hou/apa/6035190935,1419.0,houston,https://houston.craigslist.org/apa/6035190935.html,6035190935
6,2.0,3 MO FREE | BRAND NEW HIRISE | FANCY LIVING | EXCLUSIVE STATUS | $$$,2017-03-17 15:28,3230.0,https://houston.craigslist.org/reply/hou/apa/6035199623,1419.0,houston,https://houston.craigslist.org/apa/6035199623.html,6035199623
7,2.0,3 MO FREE | BIG APT | VIEWS | NATURAL LIGHT | HIRISE LIVING | NYC STYL,2017-03-17 15:28,3230.0,https://houston.craigslist.org/reply/hou/apa/6035193796,1419.0,houston,https://houston.craigslist.org/apa/6035193796.html,6035193796
8,2.0,3 MO FREE | LEASE HERE | GIFT OF YOUR CHOICE | MOVE IN GIFT | HIRISE $,2017-03-17 15:28,3230.0,https://houston.craigslist.org/reply/hou/apa/6035202044,1419.0,houston,https://houston.craigslist.org/apa/6035202044.html,6035202044
9,2.0,3 MO FREE | + $1000 LNL | + OTHR  SPECIALS $$$ | FANCY LIVING | HIRISE,2017-03-17 15:27,3261.0,https://houston.craigslist.org/reply/hou/apa/6036743866,1480.0,houston,https://houston.craigslist.org/apa/6036743866.html,6036743866
10,2.0,3 MO FREE | FEELS LIKE HOME | HOME SWEET HOME | TREAT YOURSELF | HIRIS,2017-03-17 15:27,3261.0,https://houston.craigslist.org/reply/hou/apa/6036738239,1480.0,houston,https://houston.craigslist.org/apa/6036738239.html,6036738239
11,2.0,BRAND NEW TOWNHOME - MEMORIAL  A,2017-03-17 15:00,3099.0,https://houston.craigslist.org/reply/hou/apa/6012641336,,houston,https://houston.craigslist.org/apa/6012641336.html,6012641336
12,2.0,2.5 MO FREE RENT!!CALL NOW,2017-03-17 14:47,3310.0,https://houston.craigslist.org/reply/hou/apa/6012316649,1361.0,houston,https://houston.craigslist.org/apa/6012316649.html,6012316649
15,2.0,Furnished Apartment in Kirby Place!,2017-03-17 13:14,3300.0,https://houston.craigslist.org/reply/hou/apa/6047960957,1250.0,houston,https://houston.craigslist.org/apa/6047960957.html,6047960957
16,2.0,**Heights/Washington - 2 Months Free Prorated + $1000 LnL!,2017-03-17 11:57,3010.0,https://houston.craigslist.org/reply/hou/apa/6038577551,,houston,https://houston.craigslist.org/apa/6038577551.html,6038577551
17,2.0,Medical Center - Up to 2 Months Free,2017-03-17 11:56,3100.0,https://houston.craigslist.org/reply/hou/apa/6036923765,,houston,https://houston.craigslist.org/apa/6036923765.html,6036923765
18,2.0,**Heights/Washington - 2 Months Free Prorated + $1000 LnL!,2017-03-17 11:52,3010.0,https://houston.craigslist.org/reply/hou/apa/6036884109,,houston,https://houston.craigslist.org/apa/6036884109.html,6036884109
19,2.0,2bdrm - Medical Center - Up to 2 Mos. Free,2017-03-17 11:51,3100.0,https://houston.craigslist.org/reply/hou/apa/6032919377,,houston,https://houston.craigslist.org/apa/6032919377.html,6032919377
20,2.0,Furnished Apartment in the Galleria!,2017-03-17 11:43,3200.0,https://houston.craigslist.org/reply/hou/apa/6047903322,1100.0,houston,https://houston.craigslist.org/apa/6047903322.html,6047903322
21,2.0,7th FLOOR | DOWNTOWN SKYLINE VIEW | 3 MONTHS FREE | MOVE IN GIFT,2017-03-17 11:35,3261.0,https://houston.craigslist.org/reply/hou/apa/6024192874,1477.0,houston,https://houston.craigslist.org/apa/6024192874.html,6024192874
22,2.0,Major savings with this Inner Loop / Greenway Plaza units!,2017-03-17 11:33,3200.0,https://houston.craigslist.org/reply/hou/apa/6033955347,1346.0,houston,https://houston.craigslist.org/apa/6033955347.html,6033955347
23,2.0,*3 MONTHS FREE* - Museum District Apts!!,2017-03-17 11:29,3123.0,https://houston.craigslist.org/reply/hou/apa/6017031498,1443.0,houston,https://houston.craigslist.org/apa/6017031498.html,6017031498
24,2.0,LUXURY Hi-Rise Limited time SPECIAL,2017-03-17 11:28,3400.0,https://houston.craigslist.org/reply/hou/apa/6017022697,1320.0,houston,https://houston.craigslist.org/apa/6017022697.html,6017022697
25,2.0,LUXURY Hi-Rise Limited time SPECIAL,2017-03-17 11:28,3400.0,https://houston.craigslist.org/reply/hou/apa/6018702414,1320.0,houston,https://houston.craigslist.org/apa/6018702414.html,6018702414
26,2.0,Hi-Rise Luxury 10 WEEKS FREE,2017-03-17 11:27,3200.0,https://houston.craigslist.org/reply/hou/apa/6017007030,1300.0,houston,https://houston.craigslist.org/apa/6017007030.html,6017007030
27,2.0,LUXURY HI-RISE HIGHLAND VILLAGE,2017-03-17 11:27,3200.0,https://houston.craigslist.org/reply/hou/apa/6019391014,1300.0,houston,https://houston.craigslist.org/apa/6019391014.html,6019391014
28,2.0,LUXURY Hi-Rise Limited time SPECIAL,2017-03-17 11:26,3400.0,https://houston.craigslist.org/reply/hou/apa/6018589135,1320.0,houston,https://houston.craigslist.org/apa/6018589135.html,6018589135
29,2.0,LUXURY Hi-Rise Limited time SPECIAL,2017-03-17 11:26,3400.0,https://houston.craigslist.org/reply/hou/apa/6017007480,1320.0,houston,https://houston.craigslist.org/apa/6017007480.html,6017007480
30,2.0,LUXURY Hi-Rise Limited time SPECIAL,2017-03-17 11:26,3400.0,https://houston.craigslist.org/reply/hou/apa/6025745625,1320.0,houston,https://houston.craigslist.org/apa/6025745625.html,6025745625
31,2.0,LUXURY Hi-Rise Limited time SPECIAL,2017-03-17 11:26,3400.0,https://houston.craigslist.org/reply/hou/apa/6017034304,1320.0,houston,https://houston.craigslist.org/apa/6017034304.html,6017034304
32,2.0,LUXURY HI-RISE HIGHLAND VILLAGE,2017-03-17 11:26,3500.0,https://houston.craigslist.org/reply/hou/apa/6018702178,1400.0,houston,https://houston.craigslist.org/apa/6018702178.html,6018702178
33,2.0,LUXURY Hi-Rise Limited time SPECIAL,2017-03-17 11:23,3400.0,https://houston.craigslist.org/reply/hou/apa/6017005245,1320.0,houston,https://houston.craigslist.org/apa/6017005245.html,6017005245
34,2.0,LUXURY Hi-Rise Limited time SPECIAL,2017-03-17 11:23,3400.0,https://houston.craigslist.org/reply/hou/apa/6025753568,1320.0,houston,https://houston.craigslist.org/apa/6025753568.html,6025753568
35,2.0,LUXURY Hi-Rise Limited time SPECIAL,2017-03-17 11:23,3400.0,https://houston.craigslist.org/reply/hou/apa/6025733912,1320.0,houston,https://houston.craigslist.org/apa/6025733912.html,6025733912
36,2.0,Stunning Finishes ==>> HUGE Space ~ Oak Floors ~ 24hr Concierge,2017-03-17 11:13,3300.0,https://houston.craigslist.org/reply/hou/apa/6032786801,1857.0,houston,https://houston.craigslist.org/apa/6032786801.html,6032786801
37,2.0,LUXURY Hi-Rise Limited time SPECIAL,2017-03-17 10:42,3400.0,https://houston.craigslist.org/reply/hou/apa/6017005696,1320.0,houston,https://houston.craigslist.org/apa/6017005696.html,6017005696
38,2.0,LUXURY Hi-Rise Limited time SPECIAL,2017-03-17 10:42,3400.0,https://houston.craigslist.org/reply/hou/apa/6018574567,1320.0,houston,https://houston.craigslist.org/apa/6018574567.html,6018574567
39,2.0,MEDICAL CENTER 2-6 WEEKS FREE,2017-03-17 10:41,3400.0,https://houston.craigslist.org/reply/hou/apa/6018632125,1518.0,houston,https://houston.craigslist.org/apa/6018632125.html,6018632125
40,2.0,**OFFERING 10 weeks FREE!!,2017-03-17 10:41,3262.0,https://houston.craigslist.org/reply/hou/apa/6018630225,1320.0,houston,https://houston.craigslist.org/apa/6018630225.html,6018630225
41,2.0,LUXURY Hi-Rise Limited time SPECIAL,2017-03-17 10:41,3400.0,https://houston.craigslist.org/reply/hou/apa/6017033665,1320.0,houston,https://houston.craigslist.org/apa/6017033665.html,6017033665
42,2.0,LUXURY Hi-Rise Limited time SPECIAL 10 WEEKS FREE,2017-03-17 10:41,3400.0,https://houston.craigslist.org/reply/hou/apa/6017023234,1320.0,houston,https://houston.craigslist.org/apa/6017023234.html,6017023234
43,2.0,LUXURY Hi-Rise Limited time SPECIAL,2017-03-17 10:39,3400.0,https://houston.craigslist.org/reply/hou/apa/6025754025,1320.0,houston,https://houston.craigslist.org/apa/6025754025.html,6025754025
44,2.0,Furnished Apartment in the Galleria!,2017-03-17 10:35,3300.0,https://houston.craigslist.org/reply/hou/apa/6047818453,1100.0,houston,https://houston.craigslist.org/apa/6047818453.html,6047818453
45,2.0,BRAND NEW TOWNHOME - MEMORIAL  A,2017-03-17 10:32,3099.0,https://houston.craigslist.org/reply/hou/apa/6005953729,,houston,https://houston.craigslist.org/apa/6005953729.html,6005953729
46,2.0,10 weeks FREE w/ 13 month lease (ID#:0008),2017-03-17 10:19,3148.0,https://houston.craigslist.org/reply/hou/apa/6047769709,1130.0,houston,https://houston.craigslist.org/apa/6047769709.html,6047769709
47,2.0,MEDICAL CENTER 2-6 WEEKS FREE,2017-03-17 10:17,3400.0,https://houston.craigslist.org/reply/hou/apa/6017040770,1518.0,houston,https://houston.craigslist.org/apa/6017040770.html,6017040770
48,2.0,LUXURY Hi-Rise Limited time SPECIAL 10 WEEKS FREE,2017-03-17 10:17,3400.0,https://houston.craigslist.org/reply/hou/apa/6018595196,1320.0,houston,https://houston.craigslist.org/apa/6018595196.html,6018595196
49,2.0,LUXURY Hi-Rise Limited time SPECIAL,2017-03-17 10:17,3400.0,https://houston.craigslist.org/reply/hou/apa/6018594124,1320.0,houston,https://houston.craigslist.org/apa/6018594124.html,6018594124
50,2.0,Brazilian Cherry wood floors & double crown molding. Island kitchen wi... 2,2017-03-17 09:24,3400.0,https://houston.craigslist.org/reply/hou/apa/6044810496,1279.0,houston,https://houston.craigslist.org/apa/6044810496.html,6044810496
51,2.0,Pleasant stay corporate housing,2017-03-17 08:12,3200.0,https://houston.craigslist.org/reply/hou/apa/6010011852,,houston,https://houston.craigslist.org/apa/6010011852.html,6010011852
52,2.0,Major savings with this Inner Loop / Greenway Plaza units!,2017-03-17 06:18,3200.0,https://houston.craigslist.org/reply/hou/apa/6034662311,1346.0,houston,https://houston.craigslist.org/apa/6034662311.html,6034662311
53,2.0,Live above the Flood- High Rise 2 bedroom with Study,2017-03-16 20:01,3022.0,https://houston.craigslist.org/reply/hou/apa/6011900935,1120.0,houston,https://houston.craigslist.org/apa/6011900935.html,6011900935
54,2.0,ENJOY FANTASTIC VIEWS IN THIS BRAND NEW HIGH RISE!! UP TO $500 REBATE!,2017-03-16 19:55,3500.0,https://houston.craigslist.org/reply/hou/apa/6047149622,,houston,https://houston.craigslist.org/apa/6047149622.html,6047149622
55,2.0,*NEW 31Stories Ultra Luxury Hi Rise Floor to Ceiling Winds 10wksFREE Museum Dist,2017-03-16 17:48,3138.0,https://houston.craigslist.org/reply/hou/apa/6036948721,1130.0,houston,https://houston.craigslist.org/apa/6036948721.html,6036948721
57,2.0,Major savings with this Inner Loop / Greenway Plaza units!,2017-03-16 15:50,3200.0,https://houston.craigslist.org/reply/hou/apa/6031420436,1346.0,houston,https://houston.craigslist.org/apa/6031420436.html,6031420436
58,2.0,BRAND NEW TOWNHOME - MEMORIAL  A,2017-03-16 15:49,3099.0,https://houston.craigslist.org/reply/hou/apa/6037215297,,houston,https://houston.craigslist.org/apa/6037215297.html,6037215297
60,2.0,"Highland Village, Glass Enclosure, Ice Dispenser",2017-03-16 14:51,3232.0,https://houston.craigslist.org/reply/hou/apa/6046834864,1135.0,houston,https://houston.craigslist.org/apa/6046834864.html,6046834864
62,2.0,*Museum Districts newest 24Story Gorgeous Hi-Rise Vacant w/3MONTHS FREE,2017-03-16 13:39,3335.0,https://houston.craigslist.org/reply/hou/apa/6046584727,1454.0,houston,https://houston.craigslist.org/apa/6046584727.html,6046584727
63,2.0,Luxury Highrise 2-1/2 Months Free Rent  Brand New Uptown Highrise  Museum Distri,2017-03-16 13:31,3441.0,https://houston.craigslist.org/reply/hou/apa/6026662680,1443.0,houston,https://houston.craigslist.org/apa/6026662680.html,6026662680
64,2.0,3 Month FREE w/ 13 month lease (ID#:0018),2017-03-16 13:19,3123.0,https://houston.craigslist.org/reply/hou/apa/6037698506,1443.0,houston,https://houston.craigslist.org/apa/6037698506.html,6037698506
65,2.0,*NEW 31Stories Ultra Luxury Hi Rise Floor to Ceiling Winds 10wksFREE Museum Dist,2017-03-16 13:00,3138.0,https://houston.craigslist.org/reply/hou/apa/6004806491,1130.0,houston,https://houston.craigslist.org/apa/6004806491.html,6004806491
66,2.0,Top floor Penthouse -You won't believe the price,2017-03-16 12:52,3100.0,https://houston.craigslist.org/reply/hou/apa/6038799537,1455.0,houston,https://houston.craigslist.org/apa/6038799537.html,6038799537
67,2.0,Live above the Flood- High Rise 2 bedroom with Study,2017-03-16 12:49,3022.0,https://houston.craigslist.org/reply/hou/apa/6009961748,1120.0,houston,https://houston.craigslist.org/apa/6009961748.html,6009961748
68,2.0,3 Month FREE w/ 13 month lease (ID#:0018),2017-03-16 12:41,3365.0,https://houston.craigslist.org/reply/hou/apa/6037715111,1454.0,houston,https://houston.craigslist.org/apa/6037715111.html,6037715111
69,2.0,Up to 3Months Free 8th Floor Observation Lounge $1000 Cash Back,2017-03-16 12:36,3310.0,https://houston.craigslist.org/reply/hou/apa/6005132144,1361.0,houston,https://houston.craigslist.org/apa/6005132144.html,6005132144
70,2.0,Luxury Highrise 2-1/2 Months Free Rent  Brand New Uptown Highrise  Museum Distri,2017-03-16 12:19,3441.0,https://houston.craigslist.org/reply/hou/apa/6041442872,1443.0,houston,https://houston.craigslist.org/apa/6041442872.html,6041442872
71,2.0,Major savings with this Inner Loop / Greenway Plaza units!,2017-03-16 12:12,3200.0,https://houston.craigslist.org/reply/hou/apa/6025021455,1346.0,houston,https://houston.craigslist.org/apa/6025021455.html,6025021455
72,2.0,Brazilian Cherry wood floors & double crown molding. Island kitchen wi... 2,2017-03-16 10:50,3400.0,https://houston.craigslist.org/reply/hou/apa/6035515020,1279.0,houston,https://houston.craigslist.org/apa/6035515020.html,6035515020
73,2.0,Brazilian Cherry wood floors & double crown molding. Island kitchen wi... 2,2017-03-16 10:34,3400.0,https://houston.craigslist.org/reply/hou/apa/6025765836,1279.0,houston,https://houston.craigslist.org/apa/6025765836.html,6025765836
75,2.0,Luxury Apts W/ 3 MONTHS FREE!!,2017-03-15 23:04,3168.0,https://houston.craigslist.org/reply/hou/apa/6025764829,1179.0,houston,https://houston.craigslist.org/apa/6025764829.html,6025764829
76,2.0,Luxury Apts W/ 3 MONTHS FREE!!!,2017-03-15 23:04,3405.0,https://houston.craigslist.org/reply/hou/apa/6025765543,1297.0,houston,https://houston.craigslist.org/apa/6025765543.html,6025765543
77,2.0,*3 MONTHS FREE* - Museum District Apts!!!,2017-03-15 23:03,3365.0,https://houston.craigslist.org/reply/hou/apa/6017033070,1454.0,houston,https://houston.craigslist.org/apa/6017033070.html,6017033070
78,2.0,A Place for All You Adore,2017-03-15 20:00,3021.0,https://houston.craigslist.org/reply/hou/apa/6045745525,1313.0,houston,https://houston.craigslist.org/apa/6045745525.html,6045745525
79,2.0,Make your dream a reality,2017-03-15 19:35,3210.0,https://houston.craigslist.org/reply/hou/apa/6045723579,1194.0,houston,https://houston.craigslist.org/apa/6045723579.html,6045723579
80,2.0,"Sophistication with a View! Majestic views, stunning sunsets, and the",2017-03-15 19:29,3255.0,https://houston.craigslist.org/reply/hou/apa/6045751711,1357.0,houston,https://houston.craigslist.org/apa/6045751711.html,6045751711
81,2.0,Make your dream a reality,2017-03-15 19:16,3059.0,https://houston.craigslist.org/reply/hou/apa/6045721640,1432.0,houston,https://houston.craigslist.org/apa/6045721640.html,6045721640
82,2.0,"Luxury, Comfort and Impeccable Style Apartments",2017-03-15 19:11,3200.0,https://houston.craigslist.org/reply/hou/apa/6045713545,1520.0,houston,https://houston.craigslist.org/apa/6045713545.html,6045713545
